[__main__            ] Python         : 3.10.6  
[c_upload_dDrug      ]  XX Ceftriaxone (AMD00071) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Cefuroxime (AMD00072) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Cefuroxime axetil (AMD00073) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Cefuzonam (AMD00074) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Chloramphenicol (AMD00075) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Cinoxacin (AMD00076) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ciprofloxacin (AMD00077) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Clarithromycin (AMD00078) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Clavulanic acid (AMD00079) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Clinafloxacin (AMD00080) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Clindamycin (AMD00081) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Clofazimine (AMD00082) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Clotrimazole (AMD00083) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Cloxacillin (AMD00181) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Colistin (AMD00084) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Dalbavancin (AMD00085) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Dalfopristin (AMD00086) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Daptomycin (AMD00087) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX D-Cycloserine (AMD00088) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Delamanid (AMD00089) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Dicloxacillin (AMD00090) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Difloxacin (AMD00182) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Dirithromycin (AMD00091) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Doripenem (AMD00092) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Doxycycline (AMD00093) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Enoxacin (AMD00094) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Enrofloxacin (AMD00183) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Eravacycline (AMD00208) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ertapenem (AMD00095) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Erythromycin (AMD00096) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Erythromycin estolate (AMD00221) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Erythromycin propionate (AMD00222) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ethambutol (AMD00097) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ethambutol|Isoniazid (AMD00223) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ethambutol|Isoniazid|Pyrazinamide|Rifampicin (AMD00224) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ethambutol|Isoniazid|Rifampicin (AMD00225) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ethionamide (AMD00098) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Faropenem (AMD00099) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Fidaxomicin (AMD00100) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Fleroxacin (AMD00101) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Florfenicol (AMD00184) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Flucloxacillin (AMD00185) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Fluconazole (AMD00102) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Flucytosine (AMD00001) {'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Fosfomycin (AMD00103) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Fusidic acid (AMD00104) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Gamithromycin (AMD00186) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Gatifloxacin (AMD00105) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Gemifloxacin (AMD00106) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Gentamicin (AMD00107) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Gepotidacin (AMD00187) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Grepafloxacin (AMD00108) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Imipenem (AMD00109) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Imipenem|EDTA (AMD00213) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Imipenem|Relebactam (AMD00215) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Isavuconazole (AMD00110) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Isoniazid (AMD00111) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Isoniazid|Pyridoxine|Sulfamethoxazole|Trimethoprim (AMD00226) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Itraconazole (AMD00112) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Kanamycin (AMD00113) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ketoconazole (AMD00114) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Latamoxef (AMD00115) {'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Levofloxacin (AMD00116) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Linezolid (AMD00117) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Lomefloxacin (AMD00118) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Loracarbef (AMD00119) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Malacidin A (AMD00120) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Marbofloxacin (AMD00188) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Mecillinam (AMD00121) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Meropenem (AMD00122) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Meropenem|Vaborbactam (AMD00209) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Methicillin (AMD00123) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Metronidazole (AMD00124) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Mezlocillin (AMD00125) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Micafungin (AMD00126) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Minocycline (AMD00127) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Moxifloxacin (AMD00128) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Mupirocin (AMD00129) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Murepavadin (AMD00130) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Nafcillin (AMD00131) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Nalidixic acid (AMD00132) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Netilmicin (AMD00133) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Nitrofurantoin (AMD00134) {'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Nitroxoline (AMD00175) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Norfloxacin (AMD00135) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Novobiocin (AMD00189) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Nystatin (AMD00136) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Octapeptin C4 (AMD00176) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ofloxacin (AMD00137) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Orbifloxacin (AMD00190) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Oritavancin (AMD00138) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Oxacillin (AMD00139) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Oxytetracycline (AMD00191) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX para-Aminosalicylic acid (AMD00140) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Pefloxacin (AMD00192) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Penicillin (AMD00141) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Phenethicillin (AMD00193) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Phenoxymethypenicillin (AMD00194) {'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
