[__main__            ] Python         : 3.10.6  
[c_upload_dDrug      ]  XX Cefamandole (AMD00025) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefamandole (AMD00025) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefapirin (AMD00026) {'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefapirin (AMD00026) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefatrizine (AMD00027) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefatrizine (AMD00027) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefazaflur (AMD00028) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefazaflur (AMD00028) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefazedone (AMD00029) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefazedone (AMD00029) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefazolin (AMD00030) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefazolin (AMD00030) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefcapene (AMD00031) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefcapene (AMD00031) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefclidine (AMD00032) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefclidine (AMD00032) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefdaloxime (AMD00033) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefdaloxime (AMD00033) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefdinir (AMD00034) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefdinir (AMD00034) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefditoren (AMD00035) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefditoren (AMD00035) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefditoren pivoxil (AMD00220) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefditoren pivoxil (AMD00220) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefepime (AMD00036) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefepime (AMD00036) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefepime|Zidebactam (AMD00214) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefepime|Zidebactam (AMD00214) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefetamet (AMD00037) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefetamet (AMD00037) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefixime (AMD00038) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefixime (AMD00038) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefluprenam (AMD00039) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefluprenam (AMD00039) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefmenoxime (AMD00040) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefmenoxime (AMD00040) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefmetazole (AMD00041) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefmetazole (AMD00041) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefodizime (AMD00042) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefodizime (AMD00042) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefonicid (AMD00043) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefonicid (AMD00043) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefoperazone (AMD00044) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefoperazone (AMD00044) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefoselis (AMD00045) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefoselis (AMD00045) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefotaxime (AMD00046) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefotaxime (AMD00046) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefotaxime|Clavulanic acid (AMD00211) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefotaxime|Clavulanic acid (AMD00211) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefotetan (AMD00047) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefotetan (AMD00047) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefovecin (AMD00048) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefovecin (AMD00048) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefoxitin (AMD00049) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefoxitin (AMD00049) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefozopran (AMD00050) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefozopran (AMD00050) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefpimizole (AMD00051) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefpimizole (AMD00051) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefpirome (AMD00052) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefpirome (AMD00052) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefpodoxime (AMD00053) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefpodoxime (AMD00053) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefprozil (AMD00054) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefprozil (AMD00054) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefquinome (AMD00055) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefquinome (AMD00055) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefradine (AMD00056) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefradine (AMD00056) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefroxadine (AMD00057) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefroxadine (AMD00057) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftamere (AMD00058) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftamere (AMD00058) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftaroline (AMD00059) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftaroline (AMD00059) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftazidime (AMD00060) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftazidime (AMD00060) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftazidime|Avibactam (AMD00061) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftazidime|Avibactam (AMD00061) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftazidime|Clavulanic acid (AMD00212) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftazidime|Clavulanic acid (AMD00212) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefteram (AMD00062) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefteram (AMD00062) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftezole (AMD00063) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftezole (AMD00063) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftibuten (AMD00064) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftibuten (AMD00064) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftiofur (AMD00065) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftiofur (AMD00065) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftiolene (AMD00066) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftiolene (AMD00066) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftizoxime (AMD00067) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftizoxime (AMD00067) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftobiprole (AMD00068) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftobiprole (AMD00068) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftolozane (AMD00069) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftolozane (AMD00069) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftolozane|Tazobactam (AMD00070) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftolozane|Tazobactam (AMD00070) as J.Zuegg 
[c_upload_dDrug      ]  XX Ceftriaxone (AMD00071) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ceftriaxone (AMD00071) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefuroxime (AMD00072) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefuroxime (AMD00072) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefuroxime axetil (AMD00073) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefuroxime axetil (AMD00073) as J.Zuegg 
[c_upload_dDrug      ]  XX Cefuzonam (AMD00074) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cefuzonam (AMD00074) as J.Zuegg 
[c_upload_dDrug      ]  XX Chloramphenicol (AMD00075) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Chloramphenicol (AMD00075) as J.Zuegg 
[c_upload_dDrug      ]  XX Cinoxacin (AMD00076) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cinoxacin (AMD00076) as J.Zuegg 
[c_upload_dDrug      ]  XX Ciprofloxacin (AMD00077) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ciprofloxacin (AMD00077) as J.Zuegg 
[c_upload_dDrug      ]  XX Clarithromycin (AMD00078) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Clarithromycin (AMD00078) as J.Zuegg 
[c_upload_dDrug      ]  XX Clavulanic acid (AMD00079) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Clavulanic acid (AMD00079) as J.Zuegg 
[c_upload_dDrug      ]  XX Clinafloxacin (AMD00080) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Clinafloxacin (AMD00080) as J.Zuegg 
[c_upload_dDrug      ]  XX Clindamycin (AMD00081) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Clindamycin (AMD00081) as J.Zuegg 
[c_upload_dDrug      ]  XX Clofazimine (AMD00082) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Clofazimine (AMD00082) as J.Zuegg 
[c_upload_dDrug      ]  XX Clotrimazole (AMD00083) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Clotrimazole (AMD00083) as J.Zuegg 
[c_upload_dDrug      ]  XX Cloxacillin (AMD00181) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Cloxacillin (AMD00181) as J.Zuegg 
[c_upload_dDrug      ]  XX Colistin (AMD00084) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Colistin (AMD00084) as J.Zuegg 
[c_upload_dDrug      ]  XX Dalbavancin (AMD00085) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Dalbavancin (AMD00085) as J.Zuegg 
[c_upload_dDrug      ]  XX Dalfopristin (AMD00086) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Dalfopristin (AMD00086) as J.Zuegg 
[c_upload_dDrug      ]  XX Daptomycin (AMD00087) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Daptomycin (AMD00087) as J.Zuegg 
[c_upload_dDrug      ]  XX D-Cycloserine (AMD00088) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r D-Cycloserine (AMD00088) as J.Zuegg 
[c_upload_dDrug      ]  XX Delamanid (AMD00089) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Delamanid (AMD00089) as J.Zuegg 
[c_upload_dDrug      ]  XX Dicloxacillin (AMD00090) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Dicloxacillin (AMD00090) as J.Zuegg 
[c_upload_dDrug      ]  XX Difloxacin (AMD00182) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Difloxacin (AMD00182) as J.Zuegg 
[c_upload_dDrug      ]  XX Dirithromycin (AMD00091) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Dirithromycin (AMD00091) as J.Zuegg 
[c_upload_dDrug      ]  XX Doripenem (AMD00092) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Doripenem (AMD00092) as J.Zuegg 
[c_upload_dDrug      ]  XX Doxycycline (AMD00093) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Doxycycline (AMD00093) as J.Zuegg 
[c_upload_dDrug      ]  XX Enoxacin (AMD00094) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Enoxacin (AMD00094) as J.Zuegg 
[c_upload_dDrug      ]  XX Enrofloxacin (AMD00183) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Enrofloxacin (AMD00183) as J.Zuegg 
[c_upload_dDrug      ]  XX Eravacycline (AMD00208) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Eravacycline (AMD00208) as J.Zuegg 
[c_upload_dDrug      ]  XX Ertapenem (AMD00095) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ertapenem (AMD00095) as J.Zuegg 
[c_upload_dDrug      ]  XX Erythromycin (AMD00096) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Erythromycin (AMD00096) as J.Zuegg 
[c_upload_dDrug      ]  XX Erythromycin estolate (AMD00221) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Erythromycin estolate (AMD00221) as J.Zuegg 
[c_upload_dDrug      ]  XX Erythromycin propionate (AMD00222) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Erythromycin propionate (AMD00222) as J.Zuegg 
[c_upload_dDrug      ]  XX Ethambutol (AMD00097) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ethambutol (AMD00097) as J.Zuegg 
[c_upload_dDrug      ]  XX Ethambutol|Isoniazid (AMD00223) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ethambutol|Isoniazid (AMD00223) as J.Zuegg 
[c_upload_dDrug      ]  XX Ethambutol|Isoniazid|Pyrazinamide|Rifampicin (AMD00224) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ethambutol|Isoniazid|Pyrazinamide|Rifampicin (AMD00224) as J.Zuegg 
[c_upload_dDrug      ]  XX Ethambutol|Isoniazid|Rifampicin (AMD00225) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ethambutol|Isoniazid|Rifampicin (AMD00225) as J.Zuegg 
[c_upload_dDrug      ]  XX Ethionamide (AMD00098) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Ethionamide (AMD00098) as J.Zuegg 
[c_upload_dDrug      ]  XX Faropenem (AMD00099) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Faropenem (AMD00099) as J.Zuegg 
[c_upload_dDrug      ]  XX Fidaxomicin (AMD00100) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  >r Fidaxomicin (AMD00100) as J.Zuegg 
