django.utils.autoreload INFO 2023-03-09 20:36:02,585 autoreload 41720 140555583985472 Watching for file changes with StatReloader
django.server INFO 2023-03-09 20:36:49,101 basehttp 41720 140554828338752 "GET /static/js/sorting_table.js HTTP/1.1" 200 601
django.server INFO 2023-03-09 20:36:49,109 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 200 13753
django.server INFO 2023-03-09 20:36:49,110 basehttp 41720 140554616698432 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 200 500
django.server INFO 2023-03-09 20:36:49,131 basehttp 41720 140554608305728 "GET /static/js/editableTable.js HTTP/1.1" 200 519
django.server INFO 2023-03-09 20:36:49,132 basehttp 41720 140554828338752 "GET /static/js/editablerow.js HTTP/1.1" 200 1831
django.server INFO 2023-03-09 20:36:49,134 basehttp 41720 140554616698432 "GET /static/js/editableTablechoices.js HTTP/1.1" 200 581
django.server INFO 2023-03-09 20:36:49,300 basehttp 41720 140554616698432 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 200 2856
django.server INFO 2023-03-09 20:36:57,260 basehttp 41720 140554616698432 "POST /accounts/login/ HTTP/1.1" 302 0
django.server INFO 2023-03-09 20:36:57,297 basehttp 41720 140554616698432 "GET /index/ HTTP/1.1" 200 13982
django.server INFO 2023-03-09 20:36:57,359 basehttp 41720 140554616698432 "GET /static/images/app/avatar.png HTTP/1.1" 200 9371
django.server INFO 2023-03-09 20:36:57,359 basehttp 41720 140554608305728 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_Baseline1500x375.png HTTP/1.1" 200 26975
django.server INFO 2023-03-09 20:38:12,272 basehttp 41720 140554616698432 "GET /drug_card HTTP/1.1" 200 24711
django.server INFO 2023-03-09 20:38:12,301 basehttp 41720 140554616698432 "GET /static/js/js_utils/saveData.js HTTP/1.1" 200 433
django.server INFO 2023-03-09 20:38:12,304 basehttp 41720 140554608305728 "GET /static/js/resizebar.js HTTP/1.1" 200 861
django.server INFO 2023-03-09 20:38:12,324 basehttp 41720 140554608305728 "GET /static/js/modal/create_drug.js HTTP/1.1" 200 335
django.server INFO 2023-03-09 20:38:12,401 basehttp 41720 140554608305728 "GET /static/images/AMD00002.svg HTTP/1.1" 200 27682
django.server INFO 2023-03-09 20:38:13,390 basehttp 41720 140554608305728 "GET /drug_detail_structure/AMD00002 HTTP/1.1" 200 6585
django.server INFO 2023-03-09 20:38:13,436 basehttp 41720 140554608305728 "GET /static/js/jsme/jsme.nocache.js HTTP/1.1" 200 17286
django.server INFO 2023-03-09 20:38:13,447 basehttp 41720 140554608305728 "GET /static/js/jsme/jsa.css HTTP/1.1" 200 3362
django.server INFO 2023-03-09 20:38:13,448 basehttp 41720 140554616698432 "GET /static/js/jsme/gwt/chrome/chrome.css HTTP/1.1" 200 26955
django.server INFO 2023-03-09 20:38:13,449 basehttp 41720 140554828338752 "GET /static/js/jsme/gwt/chrome/mosaic.css HTTP/1.1" 200 29225
django.server INFO 2023-03-09 20:38:13,451 basehttp 41720 140554837780032 "GET /static/js/jsme/3C06A5472C56D2663A17EB0A1745C8E6.cache.js HTTP/1.1" 200 416127
django.server INFO 2023-03-09 20:38:13,570 basehttp 41720 140554608305728 "GET /static/js/jsme/clear.cache.gif HTTP/1.1" 200 43
django.server INFO 2023-03-09 20:38:24,432 basehttp 41720 140554608305728 "GET /drug_card?paginate_by=50&order_by=&substructure=&similarity_threshold=71&drug_name=&smol= HTTP/1.1" 200 24869
django.server INFO 2023-03-09 20:38:24,516 basehttp 41720 140554608305728 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:38:41,476 basehttp 41720 140554608305728 "GET /drug/AMD00002 HTTP/1.1" 200 29859
django.server INFO 2023-03-09 20:38:41,551 basehttp 41720 140554608305728 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:38:43,684 basehttp 41720 140554608305728 "GET /drug_detail_structure/AMD00002 HTTP/1.1" 200 6585
django.server INFO 2023-03-09 20:38:46,976 basehttp 41720 140554608305728 "GET /index/ HTTP/1.1" 200 13982
django.server INFO 2023-03-09 20:38:49,359 basehttp 41720 140554608305728 "GET /vitekcard_list HTTP/1.1" 200 30200
django.server INFO 2023-03-09 20:38:49,384 basehttp 41720 140554608305728 "GET /static/js/vitek_datamap.js HTTP/1.1" 200 2602
django.server INFO 2023-03-09 20:43:42,464 basehttp 41720 140554608305728 "GET /vitekcard_list HTTP/1.1" 200 30200
django.server INFO 2023-03-09 20:43:42,587 basehttp 41720 140554608305728 "GET /static/images/app/favicon-16x16.png HTTP/1.1" 200 489
django.server INFO 2023-03-09 20:43:48,776 basehttp 41720 140554608305728 "GET /vitekcard_list HTTP/1.1" 200 30200
django.server INFO 2023-03-09 20:44:23,102 basehttp 41720 140554608305728 "GET /vitekcard_list HTTP/1.1" 302 0
django.server INFO 2023-03-09 20:44:23,112 basehttp 41720 140554608305728 "GET /?next=/vitekcard_list HTTP/1.1" 200 8396
django.server INFO 2023-03-09 20:44:23,224 basehttp 41720 140554828338752 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 200 500
django.server INFO 2023-03-09 20:44:23,225 basehttp 41720 140554837780032 "GET /static/js/sorting_table.js HTTP/1.1" 200 601
django.server INFO 2023-03-09 20:44:23,226 basehttp 41720 140554846172736 "GET /static/js/editableTable.js HTTP/1.1" 200 519
django.server INFO 2023-03-09 20:44:23,226 basehttp 41720 140554616698432 "GET /static/js/editablerow.js HTTP/1.1" 200 1831
django.server INFO 2023-03-09 20:44:23,228 basehttp 41720 140554608305728 "GET /static/js/jquery-3.6.1.min.js HTTP/1.1" 200 89664
django.server INFO 2023-03-09 20:44:23,228 basehttp 41720 140554599913024 "GET /static/js/editableTablechoices.js HTTP/1.1" 200 581
django.server INFO 2023-03-09 20:44:23,251 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 200 13815
django.server INFO 2023-03-09 20:44:23,254 basehttp 41720 140554616698432 "GET /static/css/main.6a646761.css HTTP/1.1" 200 143650
django.server INFO 2023-03-09 20:44:23,254 basehttp 41720 140554837780032 "GET /static/css/app.css HTTP/1.1" 200 117298
django.server INFO 2023-03-09 20:44:23,258 basehttp 41720 140554599913024 "GET /static/js/js_utils/dataTables.js HTTP/1.1" 200 601812
django.server INFO 2023-03-09 20:44:23,367 basehttp 41720 140554846172736 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 200 2856
django.server INFO 2023-03-09 20:44:24,694 basehttp 41720 140554846172736 "GET /static/images/app/favicon-16x16.png HTTP/1.1" 200 489
django.server INFO 2023-03-09 20:44:37,729 basehttp 41720 140554846172736 "POST /accounts/login/ HTTP/1.1" 302 0
django.server INFO 2023-03-09 20:44:37,750 basehttp 41720 140554846172736 "GET /index/ HTTP/1.1" 200 13982
django.server INFO 2023-03-09 20:44:37,819 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:44:37,916 basehttp 41720 140554846172736 "GET /static/images/app/avatar.png HTTP/1.1" 200 9371
django.server INFO 2023-03-09 20:44:37,917 basehttp 41720 140554599913024 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_Baseline1500x375.png HTTP/1.1" 200 26975
django.server INFO 2023-03-09 20:44:41,265 basehttp 41720 140554599913024 "GET /drug_card HTTP/1.1" 200 24711
django.server INFO 2023-03-09 20:44:41,320 basehttp 41720 140554599913024 "GET /static/js/js_utils/saveData.js HTTP/1.1" 200 433
django.server INFO 2023-03-09 20:44:41,323 basehttp 41720 140554599913024 "GET /static/js/resizebar.js HTTP/1.1" 200 861
django.server INFO 2023-03-09 20:44:41,367 basehttp 41720 140554846172736 "GET /static/js/modal/create_drug.js HTTP/1.1" 200 335
django.server INFO 2023-03-09 20:44:41,473 basehttp 41720 140554846172736 "GET /static/images/AMD00002.svg HTTP/1.1" 200 27682
django.server INFO 2023-03-09 20:44:53,275 basehttp 41720 140554846172736 "GET /drug/AMD00002 HTTP/1.1" 200 29859
django.server INFO 2023-03-09 20:44:53,322 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:45:02,905 basehttp 41720 140554846172736 "GET /ketcher_test/ HTTP/1.1" 200 10868
django.server INFO 2023-03-09 20:45:02,952 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:45:03,016 basehttp 41720 140554846172736 "GET /ketcher/ HTTP/1.1" 200 1066
django.server INFO 2023-03-09 20:45:03,086 basehttp 41720 140554846172736 "GET /static/js/main.190e34b9.js HTTP/1.1" 200 12442017
django.request WARNING 2023-03-09 20:45:03,654 log 41720 140554846172736 Not Found: /ketcher/templates/library.svg
django.server WARNING 2023-03-09 20:45:03,654 basehttp 41720 140554846172736 "GET /ketcher/templates/library.svg HTTP/1.1" 404 11657
django.server INFO 2023-03-09 20:45:07,375 basehttp 41720 140554846172736 "GET /organism_card HTTP/1.1" 200 24824
django.server INFO 2023-03-09 20:45:07,415 basehttp 41720 140554846172736 "GET /static/js/modal/create_organism.js HTTP/1.1" 200 328
django.server INFO 2023-03-09 20:45:41,578 basehttp 41720 140554846172736 "GET /organism_card HTTP/1.1" 200 24824
django.server INFO 2023-03-09 20:45:41,598 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 200 13795
django.server INFO 2023-03-09 20:46:12,438 basehttp 41720 140554846172736 "GET /organism_card HTTP/1.1" 200 24824
django.server INFO 2023-03-09 20:46:12,456 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 200 13815
django.server INFO 2023-03-09 20:49:18,930 basehttp 41720 140554846172736 "GET /organism_card HTTP/1.1" 200 24824
django.server INFO 2023-03-09 20:49:18,949 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:50:00,614 basehttp 41720 140554846172736 "GET /organism_card HTTP/1.1" 200 24833
django.server INFO 2023-03-09 20:50:00,629 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:50:12,340 basehttp 41720 140554846172736 "GET /organism/FG_0004 HTTP/1.1" 200 32654
django.server INFO 2023-03-09 20:50:12,387 basehttp 41720 140554846172736 "GET /static/js/search_organism.js HTTP/1.1" 200 2101
django.server INFO 2023-03-09 20:50:12,387 basehttp 41720 140554608305728 "GET /static/js/modal/create_stock.js HTTP/1.1" 200 347
django.server INFO 2023-03-09 20:50:12,399 basehttp 41720 140554608305728 "GET /static/js/modal/create_culture.js HTTP/1.1" 200 344
django.server INFO 2023-03-09 20:50:12,400 basehttp 41720 140554846172736 "GET /static/js/modal/create_batch.js HTTP/1.1" 200 338
django.server INFO 2023-03-09 20:50:20,954 basehttp 41720 140554608305728 "GET /createStock/ HTTP/1.1" 200 8597
django.server INFO 2023-03-09 20:50:37,322 basehttp 41720 140554608305728 "GET /index/ HTTP/1.1" 200 13991
django.server INFO 2023-03-09 20:50:37,351 basehttp 41720 140554608305728 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:50:38,693 basehttp 41720 140554608305728 "GET /organism_card HTTP/1.1" 200 24833
django.server INFO 2023-03-09 20:50:40,238 basehttp 41720 140554608305728 "GET /createOrg/ HTTP/1.1" 200 8433
django.server INFO 2023-03-09 20:50:58,269 basehttp 41720 140554608305728 "GET /index/ HTTP/1.1" 200 13991
django.server INFO 2023-03-09 20:51:00,377 basehttp 41720 140554608305728 "GET /drug_card HTTP/1.1" 200 24720
django.server INFO 2023-03-09 20:51:00,471 basehttp 41720 140554608305728 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:51:01,957 basehttp 41720 140554608305728 "GET /createDrug/ HTTP/1.1" 200 7566
django.server INFO 2023-03-09 20:51:18,432 basehttp 41720 140554608305728 "GET /drug/AMD00002 HTTP/1.1" 200 29868
django.server INFO 2023-03-09 20:51:18,447 basehttp 41720 140554608305728 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:51:19,970 basehttp 41720 140554608305728 "GET /drug_detail_structure/AMD00002 HTTP/1.1" 200 6585
django.server INFO 2023-03-09 20:51:19,990 basehttp 41720 140554608305728 "GET /static/js/jsme/jsme.nocache.js HTTP/1.1" 200 17286
django.server INFO 2023-03-09 20:51:20,063 basehttp 41720 140554608305728 "GET /static/js/jsme/jsa.css HTTP/1.1" 200 3362
django.server INFO 2023-03-09 20:51:20,069 basehttp 41720 140554846172736 "GET /static/js/jsme/gwt/chrome/chrome.css HTTP/1.1" 200 26955
django.server INFO 2023-03-09 20:51:20,070 basehttp 41720 140554837780032 "GET /static/js/jsme/gwt/chrome/mosaic.css HTTP/1.1" 200 29225
django.server INFO 2023-03-09 20:51:20,072 basehttp 41720 140554599913024 "GET /static/js/jsme/3C06A5472C56D2663A17EB0A1745C8E6.cache.js HTTP/1.1" 200 416127
django.server INFO 2023-03-09 20:51:20,190 basehttp 41720 140554608305728 "GET /static/js/jsme/clear.cache.gif HTTP/1.1" 200 43
django.server INFO 2023-03-09 20:51:26,402 basehttp 41720 140554608305728 "GET /index/ HTTP/1.1" 200 13991
django.server INFO 2023-03-09 20:51:27,908 basehttp 41720 140554608305728 "GET /taxonomy_card HTTP/1.1" 200 77642
django.server INFO 2023-03-09 20:51:27,954 basehttp 41720 140554608305728 "GET /static/js/modal/create_taxonomy.js HTTP/1.1" 200 335
django.server INFO 2023-03-09 20:51:29,524 basehttp 41720 140554608305728 "GET /createTaxo/ HTTP/1.1" 200 3179
django.server INFO 2023-03-09 20:51:34,426 basehttp 41720 140554608305728 "GET /taxonomy/Abarema-adenophora HTTP/1.1" 200 19959
django.server INFO 2023-03-09 20:56:12,577 basehttp 41720 140554608305728 "GET /index/ HTTP/1.1" 200 13991
django.server INFO 2023-03-09 20:56:12,607 basehttp 41720 140554608305728 "GET /static/js/jquery-3.6.1.min.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,615 basehttp 41720 140554599913024 "GET /static/js/sorting_table.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,617 basehttp 41720 140554599913024 "GET /static/css/main.6a646761.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,617 basehttp 41720 140554846172736 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,619 basehttp 41720 140554828338752 "GET /static/js/editableTable.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,619 basehttp 41720 140554837780032 "GET /static/css/custom.css HTTP/1.1" 200 13865
django.server INFO 2023-03-09 20:56:12,619 basehttp 41720 140554616698432 "GET /static/js/editablerow.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,621 basehttp 41720 140554846172736 "GET /static/js/editableTablechoices.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,621 basehttp 41720 140554616698432 "GET /static/js/js_utils/dataTables.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,681 basehttp 41720 140554616698432 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,682 basehttp 41720 140554846172736 "GET /static/images/app/avatar.png HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:12,712 basehttp 41720 140554599913024 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_Baseline1500x375.png HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:17,731 basehttp 41720 140554616698432 "GET /drug_card HTTP/1.1" 200 24720
django.server INFO 2023-03-09 20:56:17,768 basehttp 41720 140554616698432 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:17,768 basehttp 41720 140554846172736 "GET /static/js/js_utils/saveData.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:17,791 basehttp 41720 140554846172736 "GET /static/js/resizebar.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:17,807 basehttp 41720 140554599913024 "GET /static/js/modal/create_drug.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:17,868 basehttp 41720 140554846172736 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:56:27,915 basehttp 41720 140554846172736 "GET /index/ HTTP/1.1" 200 13991
django.server INFO 2023-03-09 20:56:27,932 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:59:14,246 basehttp 41720 140554846172736 "GET /index/ HTTP/1.1" 200 14117
django.server INFO 2023-03-09 20:59:14,261 basehttp 41720 140554616698432 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:59:14,263 basehttp 41720 140554846172736 "GET /static/css/bootstrap.min.css HTTP/1.1" 200 311291
django.server INFO 2023-03-09 20:59:14,364 basehttp 41720 140554846172736 "GET /static/images/app/favicon-16x16.png HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:59:36,236 basehttp 41720 140554846172736 "GET /drug_card HTTP/1.1" 200 24846
django.server INFO 2023-03-09 20:59:36,256 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:59:36,340 basehttp 41720 140554846172736 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-09 20:59:59,022 basehttp 41720 140554846172736 "GET /index/ HTTP/1.1" 200 14117
django.server INFO 2023-03-09 20:59:59,068 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:00:27,617 basehttp 41720 140554846172736 "GET /index/ HTTP/1.1" 200 14117
django.server INFO 2023-03-09 21:00:27,639 basehttp 41720 140554616698432 "GET /static/css/bootstrap.min.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:00:27,639 basehttp 41720 140554846172736 "GET /static/css/app.css HTTP/1.1" 200 117384
django.server INFO 2023-03-09 21:00:33,847 basehttp 41720 140554846172736 "GET /drug_card HTTP/1.1" 200 24846
django.server INFO 2023-03-09 21:00:44,724 basehttp 41720 140554846172736 "GET /drug/AMD00002 HTTP/1.1" 200 29994
django.server INFO 2023-03-09 21:00:56,979 basehttp 41720 140554846172736 "GET /organism_card HTTP/1.1" 200 24959
django.server INFO 2023-03-09 21:00:57,011 basehttp 41720 140554846172736 "GET /static/js/modal/create_organism.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:00:58,839 basehttp 41720 140554846172736 "GET /organism/FG_0004 HTTP/1.1" 200 32780
django.server INFO 2023-03-09 21:00:58,851 basehttp 41720 140554846172736 "GET /static/js/search_organism.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:00:58,854 basehttp 41720 140554616698432 "GET /static/js/modal/create_stock.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:00:58,884 basehttp 41720 140554616698432 "GET /static/js/modal/create_culture.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:00:58,885 basehttp 41720 140554599913024 "GET /static/js/modal/create_batch.js HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:02:08,059 basehttp 41720 140554616698432 "GET /organism/FG_0004 HTTP/1.1" 200 32780
django.server INFO 2023-03-09 21:02:08,073 basehttp 41720 140554616698432 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:02:08,073 basehttp 41720 140554846172736 "GET /static/css/bootstrap.min.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:02:18,846 basehttp 41720 140554616698432 "GET /organism/FG_0004 HTTP/1.1" 200 32780
django.server WARNING 2023-03-09 21:02:22,752 basehttp 41720 140554616698432 "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1935
django.server INFO 2023-03-09 21:04:08,408 basehttp 41720 140554846172736 "GET /organism/FG_0004 HTTP/1.1" 200 32780
django.server INFO 2023-03-09 21:04:08,436 basehttp 41720 140554846172736 "GET /static/css/bootstrap.min.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:04:08,437 basehttp 41720 140554599913024 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server WARNING 2023-03-09 21:04:08,572 basehttp 41720 140554846172736 "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1935
django.server INFO 2023-03-09 21:04:38,301 basehttp 41720 140554599913024 "GET /index/ HTTP/1.1" 200 14117
django.server INFO 2023-03-09 21:04:40,604 basehttp 41720 140554599913024 "GET /organism_card HTTP/1.1" 200 24959
django.server INFO 2023-03-09 21:05:06,776 basehttp 41720 140554599913024 "GET /organism_card HTTP/1.1" 200 24950
django.server INFO 2023-03-09 21:05:06,793 basehttp 41720 140554599913024 "GET /static/css/app.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:05:06,793 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:05:15,437 basehttp 41720 140554599913024 "GET /organism/FG_0004 HTTP/1.1" 200 32771
django.server INFO 2023-03-09 21:05:27,714 basehttp 41720 140554599913024 "GET /ketcher_test/ HTTP/1.1" 200 10994
django.server INFO 2023-03-09 21:05:27,777 basehttp 41720 140554599913024 "GET /ketcher/ HTTP/1.1" 200 1066
django.server INFO 2023-03-09 21:05:27,784 basehttp 41720 140554599913024 "GET /static/js/main.190e34b9.js HTTP/1.1" 304 0
django.request WARNING 2023-03-09 21:05:28,461 log 41720 140554599913024 Not Found: /ketcher/templates/library.svg
django.server WARNING 2023-03-09 21:05:28,462 basehttp 41720 140554599913024 "GET /ketcher/templates/library.svg HTTP/1.1" 404 11657
django.server INFO 2023-03-09 21:05:33,422 basehttp 41720 140554599913024 "GET /organism_card HTTP/1.1" 200 24950
django.server INFO 2023-03-09 21:06:00,996 basehttp 41720 140554599913024 "GET /organism/FG_0004 HTTP/1.1" 200 32780
django.server INFO 2023-03-09 21:06:01,012 basehttp 41720 140554599913024 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:07:15,290 basehttp 41720 140554599913024 "GET /ketcher_test/ HTTP/1.1" 200 11003
django.server INFO 2023-03-09 21:07:15,305 basehttp 41720 140554599913024 "GET /static/css/app.css HTTP/1.1" 304 0
django.server INFO 2023-03-09 21:07:15,308 basehttp 41720 140554846172736 "GET /static/css/custom.css HTTP/1.1" 304 0
