django.utils.autoreload INFO 2023-03-27 10:09:41,392 autoreload 19160 25168 Watching for file changes with StatReloader
django.request WARNING 2023-03-27 10:09:57,619 log 19160 24044 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:09:57,620 basehttp 19160 24044 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.request WARNING 2023-03-27 10:09:57,647 log 19160 1984 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:09:57,648 basehttp 19160 1984 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.server INFO 2023-03-27 10:11:18,904 basehttp 19160 1984 "GET /drug_card HTTP/1.1" 200 34894
django.server WARNING 2023-03-27 10:11:19,047 basehttp 19160 1984 "GET /static/images/AMD00004.svg HTTP/1.1" 404 1917
django.utils.autoreload INFO 2023-03-27 10:13:52,670 autoreload 19160 25168 C:\Users\uqwzhon4\project\adjCOADD\ddrug\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-27 10:13:53,731 autoreload 13420 19056 Watching for file changes with StatReloader
django.server INFO 2023-03-27 10:14:00,887 basehttp 13420 12044 "GET /drug_card HTTP/1.1" 200 34894
django.server INFO 2023-03-27 10:14:00,941 basehttp 13420 12044 "GET /static/css/overideboot.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,942 basehttp 13420 15620 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,949 basehttp 13420 20300 "GET /static/css/main.6a646761.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,950 basehttp 13420 13224 "GET /static/js/jquery-3.6.1.min.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,950 basehttp 13420 14812 "GET /static/css/steps/jquery.steps.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,950 basehttp 13420 15620 "GET /static/js/editablerow.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,950 basehttp 13420 9272 "GET /static/js/sorting_table.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,951 basehttp 13420 12044 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,954 basehttp 13420 20300 "GET /static/js/editableTable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,955 basehttp 13420 14812 "GET /static/js/js_utils/dataTables.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,958 basehttp 13420 13224 "GET /static/js/js_utils/custom_option.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,958 basehttp 13420 15620 "GET /static/js/create_modal.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,958 basehttp 13420 9272 "GET /static/js/resizable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,964 basehttp 13420 9272 "GET /static/js/js_utils/saveData.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:00,964 basehttp 13420 13224 "GET /static/js/resizebar.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:01,013 basehttp 13420 13224 "GET /static/images/app/avatar.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:01,013 basehttp 13420 9272 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:01,064 basehttp 13420 9272 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:01,105 basehttp 13420 9272 "GET /static/images/AMD00003.svg HTTP/1.1" 304 0
django.server WARNING 2023-03-27 10:14:01,110 basehttp 13420 13224 "GET /static/images/AMD00004.svg HTTP/1.1" 404 1917
django.server INFO 2023-03-27 10:14:01,123 basehttp 13420 9272 "GET /static/images/app/CO-ADD_favicon.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:14:02,079 basehttp 13420 9272 "GET /ketcher_test/ HTTP/1.1" 200 11751
django.server INFO 2023-03-27 10:14:02,117 basehttp 13420 9272 "GET /static/js/ketcher/index-bundle.min.js HTTP/1.1" 304 0
django.request WARNING 2023-03-27 10:14:02,890 log 13420 9272 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:14:02,891 basehttp 13420 9272 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.request WARNING 2023-03-27 10:14:02,903 log 13420 15620 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:14:02,903 basehttp 13420 15620 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.server INFO 2023-03-27 10:15:09,627 basehttp 13420 15620 "GET /ketcher_test/ HTTP/1.1" 200 11751
django.request WARNING 2023-03-27 10:15:10,405 log 13420 15620 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:15:10,406 basehttp 13420 15620 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.request WARNING 2023-03-27 10:15:10,421 log 13420 9272 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:15:10,422 basehttp 13420 9272 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.server INFO 2023-03-27 10:16:07,260 basehttp 13420 9272 "GET /ketcher_test/ HTTP/1.1" 200 11752
django.request WARNING 2023-03-27 10:16:07,733 log 13420 15620 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:16:07,733 basehttp 13420 15620 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.request WARNING 2023-03-27 10:16:07,742 log 13420 9272 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:16:07,742 basehttp 13420 9272 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.server INFO 2023-03-27 10:16:19,916 basehttp 13420 9272 "GET /drug_card HTTP/1.1" 200 34894
django.server INFO 2023-03-27 10:16:19,945 basehttp 13420 15620 "GET /static/js/sorting_table.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,945 basehttp 13420 9272 "GET /static/js/jquery-3.6.1.min.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,968 basehttp 13420 9272 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,971 basehttp 13420 9272 "GET /static/js/editablerow.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,971 basehttp 13420 15620 "GET /static/js/editableTable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,982 basehttp 13420 9272 "GET /static/js/js_utils/custom_option.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,982 basehttp 13420 15620 "GET /static/js/js_utils/dataTables.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,982 basehttp 13420 14812 "GET /static/js/create_modal.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,987 basehttp 13420 14812 "GET /static/js/resizable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,997 basehttp 13420 14812 "GET /static/js/js_utils/saveData.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:19,999 basehttp 13420 14812 "GET /static/js/resizebar.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:20,009 basehttp 13420 14812 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:20,026 basehttp 13420 14812 "GET /static/images/app/avatar.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:20,040 basehttp 13420 14812 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:16:20,040 basehttp 13420 15620 "GET /static/images/AMD00003.svg HTTP/1.1" 304 0
django.server WARNING 2023-03-27 10:16:20,050 basehttp 13420 14812 "GET /static/images/AMD00004.svg HTTP/1.1" 404 1917
django.server INFO 2023-03-27 10:16:30,018 basehttp 13420 15620 "GET /ketcher_test/ HTTP/1.1" 200 11753
django.request WARNING 2023-03-27 10:16:30,430 log 13420 15620 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:16:30,431 basehttp 13420 15620 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.request WARNING 2023-03-27 10:16:30,485 log 13420 9272 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:16:30,486 basehttp 13420 9272 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.server INFO 2023-03-27 10:17:25,687 basehttp 13420 9272 "GET /ketcher_test/ HTTP/1.1" 200 11754
django.server INFO 2023-03-27 10:17:25,745 basehttp 13420 15620 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,745 basehttp 13420 9272 "GET /static/css/overideboot.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,745 basehttp 13420 12044 "GET /static/css/steps/jquery.steps.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,745 basehttp 13420 20300 "GET /static/css/main.6a646761.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,749 basehttp 13420 10156 "GET /static/js/jquery-3.6.1.min.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,751 basehttp 13420 15620 "GET /static/js/editablerow.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,751 basehttp 13420 27644 "GET /static/js/sorting_table.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,752 basehttp 13420 9272 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,752 basehttp 13420 12044 "GET /static/js/editableTable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,755 basehttp 13420 20300 "GET /static/js/js_utils/dataTables.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,756 basehttp 13420 10156 "GET /static/js/js_utils/custom_option.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,758 basehttp 13420 27644 "GET /static/js/create_modal.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,758 basehttp 13420 15620 "GET /static/js/resizable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,777 basehttp 13420 15620 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,777 basehttp 13420 27644 "GET /static/js/ketcher/index-bundle.min.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:25,806 basehttp 13420 27644 "GET /static/images/app/avatar.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:17:26,155 basehttp 13420 10156 "GET /static/images/app/CO-ADD_favicon.png HTTP/1.1" 304 0
django.request WARNING 2023-03-27 10:17:26,169 log 13420 15620 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:17:26,170 basehttp 13420 15620 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.request WARNING 2023-03-27 10:17:26,186 log 13420 27644 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:17:26,186 basehttp 13420 27644 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.server INFO 2023-03-27 10:17:33,331 basehttp 13420 27644 "GET /ketcher_test/ HTTP/1.1" 200 11754
django.request WARNING 2023-03-27 10:17:33,710 log 13420 15620 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:17:33,711 basehttp 13420 15620 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.request WARNING 2023-03-27 10:17:33,722 log 13420 27644 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:17:33,722 basehttp 13420 27644 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.server INFO 2023-03-27 10:17:56,453 basehttp 13420 27644 "GET /ketcher_test/ HTTP/1.1" 200 11761
django.request WARNING 2023-03-27 10:17:56,890 log 13420 15620 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:17:56,891 basehttp 13420 15620 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.request WARNING 2023-03-27 10:17:56,942 log 13420 27644 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:17:56,942 basehttp 13420 27644 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.server INFO 2023-03-27 10:18:27,642 basehttp 13420 27644 "GET /ketcher_test/ HTTP/1.1" 200 11782
django.request WARNING 2023-03-27 10:18:28,064 log 13420 15620 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:18:28,065 basehttp 13420 15620 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.request WARNING 2023-03-27 10:18:28,109 log 13420 27644 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:18:28,110 basehttp 13420 27644 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.server INFO 2023-03-27 10:18:40,967 basehttp 13420 27644 "GET /ketcher_test/ HTTP/1.1" 200 11768
django.request WARNING 2023-03-27 10:18:41,334 log 13420 15620 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:18:41,335 basehttp 13420 15620 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.request WARNING 2023-03-27 10:18:41,355 log 13420 27644 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:18:41,355 basehttp 13420 27644 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.utils.autoreload INFO 2023-03-27 10:19:02,524 autoreload 13420 19056 C:\Users\uqwzhon4\project\adjCOADD\ddrug\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-27 10:19:03,646 autoreload 26856 14872 Watching for file changes with StatReloader
django.server INFO 2023-03-27 10:19:05,841 basehttp 26856 2884 "GET /ketcher_test/ HTTP/1.1" 200 14456
django.request WARNING 2023-03-27 10:19:06,282 log 26856 2884 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:19:06,283 basehttp 26856 2884 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.request WARNING 2023-03-27 10:19:06,341 log 26856 4436 The request's session was deleted before the request completed. The user may have logged out in a concurrent request, for example.: /templates/fg.sdf
Traceback (most recent call last):
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
psycopg2.errors.SerializationFailure: could not serialize access due to concurrent update


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\contrib\sessions\backends\db.py", line 86, in save
    obj.save(
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\models\base.py", line 812, in save
    self.save_base(
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\models\base.py", line 863, in save_base
    updated = self._save_table(
              ^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\models\base.py", line 976, in _save_table
    updated = self._do_update(
              ^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\models\base.py", line 1040, in _do_update
    return filtered._update(values) > 0
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\models\query.py", line 1216, in _update
    return query.get_compiler(self.db).execute_sql(CURSOR)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\models\sql\compiler.py", line 1822, in execute_sql
    cursor = super().execute_sql(result_type)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\models\sql\compiler.py", line 1398, in execute_sql
    cursor.execute(sql, params)
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\backends\utils.py", line 103, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\backends\utils.py", line 67, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\backends\utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\backends\utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.OperationalError: could not serialize access due to concurrent update


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\contrib\sessions\middleware.py", line 59, in process_response
    request.session.save()
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\contrib\sessions\backends\db.py", line 95, in save
    raise UpdateError
django.contrib.sessions.backends.base.UpdateError

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\utils\deprecation.py", line 138, in __call__
    response = self.process_response(request, response)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\uqwzhon4\Anaconda3\envs\orgdb_env\Lib\site-packages\django\contrib\sessions\middleware.py", line 61, in process_response
    raise SessionInterrupted(
django.contrib.sessions.exceptions.SessionInterrupted: The request's session was deleted before the request completed. The user may have logged out in a concurrent request, for example.
django.server WARNING 2023-03-27 10:19:06,346 basehttp 26856 4436 "GET /templates/fg.sdf HTTP/1.1" 400 165231
django.server INFO 2023-03-27 10:19:49,781 basehttp 26856 2884 "GET /ketcher_test/ HTTP/1.1" 200 12366
django.request WARNING 2023-03-27 10:19:50,205 log 26856 14264 Not Found: /templates/fg.sdf
django.server WARNING 2023-03-27 10:19:50,206 basehttp 26856 14264 "GET /templates/fg.sdf HTTP/1.1" 404 11800
django.request WARNING 2023-03-27 10:19:50,208 log 26856 2884 Not Found: /templates/library.sdf
django.server WARNING 2023-03-27 10:19:50,208 basehttp 26856 2884 "GET /templates/library.sdf HTTP/1.1" 404 11815
django.server INFO 2023-03-27 10:21:20,927 basehttp 26856 2884 "GET /drug_card HTTP/1.1" 200 34894
django.server INFO 2023-03-27 10:21:20,944 basehttp 26856 2884 "GET /static/css/overideboot.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,948 basehttp 26856 2884 "GET /static/css/custom.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,951 basehttp 26856 2884 "GET /static/css/main.6a646761.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,955 basehttp 26856 14264 "GET /static/css/steps/jquery.steps.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,956 basehttp 26856 2884 "GET /static/js/jquery-3.6.1.min.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,975 basehttp 26856 2884 "GET /static/js/sorting_table.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,984 basehttp 26856 2884 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,987 basehttp 26856 2884 "GET /static/js/editablerow.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,997 basehttp 26856 2884 "GET /static/js/editableTable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:20,998 basehttp 26856 14264 "GET /static/js/js_utils/dataTables.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,000 basehttp 26856 24148 "GET /static/js/js_utils/custom_option.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,002 basehttp 26856 14264 "GET /static/js/create_modal.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,002 basehttp 26856 24148 "GET /static/js/resizable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,016 basehttp 26856 24148 "GET /static/js/js_utils/saveData.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,020 basehttp 26856 24148 "GET /static/js/resizebar.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,027 basehttp 26856 24148 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,041 basehttp 26856 24148 "GET /static/images/app/avatar.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,056 basehttp 26856 24148 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:21:21,057 basehttp 26856 14264 "GET /static/images/AMD00003.svg HTTP/1.1" 304 0
django.server WARNING 2023-03-27 10:21:21,059 basehttp 26856 2884 "GET /static/images/AMD00004.svg HTTP/1.1" 404 1917
django.server INFO 2023-03-27 10:21:21,104 basehttp 26856 14264 "GET /static/images/app/CO-ADD_favicon.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,858 basehttp 26856 14264 "GET /drug_card HTTP/1.1" 200 34894
django.server INFO 2023-03-27 10:22:15,883 basehttp 26856 14264 "GET /static/css/overideboot.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,888 basehttp 26856 24148 "GET /static/css/main.6a646761.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,894 basehttp 26856 21448 "GET /static/js/jquery-3.6.1.min.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,895 basehttp 26856 15596 "GET /static/js/editablerow.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,895 basehttp 26856 23008 "GET /static/js/js_utils/getCookie.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,896 basehttp 26856 14264 "GET /static/css/steps/jquery.steps.css HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,896 basehttp 26856 15996 "GET /static/js/sorting_table.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,896 basehttp 26856 24148 "GET /static/js/editableTable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,900 basehttp 26856 21448 "GET /static/js/js_utils/dataTables.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,901 basehttp 26856 15596 "GET /static/js/js_utils/custom_option.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,901 basehttp 26856 14264 "GET /static/js/resizable.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,901 basehttp 26856 23008 "GET /static/js/create_modal.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,912 basehttp 26856 23008 "GET /static/js/js_utils/saveData.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,912 basehttp 26856 14264 "GET /static/js/resizebar.js HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,961 basehttp 26856 14264 "GET /static/images/brand/CO-ADD_Logo_White_NoBackground_CMYK.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:15,962 basehttp 26856 23008 "GET /static/images/app/avatar.png HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:16,016 basehttp 26856 23008 "GET /static/images/AMD00002.svg HTTP/1.1" 304 0
django.server INFO 2023-03-27 10:22:16,016 basehttp 26856 14264 "GET /static/images/AMD00003.svg HTTP/1.1" 304 0
django.server WARNING 2023-03-27 10:22:16,048 basehttp 26856 23008 "GET /static/images/AMD00004.svg HTTP/1.1" 404 1917
